date,amfi_code,scheme_name,rolling_sharpe
2024-01-10,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-2.2498478171619456
2024-01-11,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-2.859722942149617
2024-01-12,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-2.6603879821285994
2024-01-13,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-2.6603879821285994
2024-01-14,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-2.392909880429033
2024-01-15,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-2.2469055740690744
2024-01-16,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-2.0945553485807666
2024-01-17,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-2.352830218924657
2024-01-18,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-2.0428240654591243
2024-01-19,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-2.0906180033941304
2024-01-20,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-2.0906180033941304
2024-01-21,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-2.177892536746647
2024-01-22,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-2.447805084719361
2024-01-23,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-2.384266820977515
2024-01-24,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-2.7221864740995527
2024-01-25,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-2.310943773908536
2024-01-26,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-2.3682656401862174
2024-01-27,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-2.3682656401862174
2024-01-28,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-2.1801323349967974
2024-01-29,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-2.35652357194651
2024-01-30,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-1.5605581694070907
2024-01-31,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-1.664585960136481
2024-02-01,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-1.5564604458948181
2024-02-02,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-1.555396343982938
2024-02-03,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-1.555396343982938
2024-02-04,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-1.690325103390604
2024-02-05,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-1.5504815553840052
2024-02-06,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-1.6794795627568662
2024-02-07,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-1.7657308529526505
2024-02-08,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-1.1285881232892436
2024-02-09,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-1.287142783366682
2024-02-10,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-1.287142783366682
2024-02-11,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-1.1871764213573777
2024-02-12,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-1.0180994855223053
2024-02-13,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.7399359902305849
2024-02-14,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.7814796640316863
2024-02-15,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.9703513194559455
2024-02-16,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-1.0563871404566152
2024-02-17,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-1.0563871404566152
2024-02-18,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.8582307643294098
2024-02-19,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.8659664648581161
2024-02-20,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.5995008118575158
2024-02-21,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.5754771598785443
2024-02-22,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.8614289932791223
2024-02-23,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.9293229470345739
2024-02-24,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.9293229470345739
2024-02-25,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.6596118932636813
2024-02-26,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.49813278631833247
2024-02-27,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.05238309101503563
2024-02-28,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.0950417402029751
2024-02-29,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.40017344978763364
2024-03-01,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.485921356297841
2024-03-02,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.485921356297841
2024-03-03,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.1969068073861428
2024-03-04,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.5011936251973647
2024-03-05,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.004390864627892
2024-03-06,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.116479514337432
2024-03-07,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.9474528677038739
2024-03-08,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.8611929413936038
2024-03-09,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.8611929413936038
2024-03-10,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.49179840847502104
2024-03-11,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.7708749231078035
2024-03-12,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.1073494632309577
2024-03-13,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.3668695402617068
2024-03-14,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.1001429642806366
2024-03-15,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.1901780937207882
2024-03-16,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.1901780937207882
2024-03-17,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.4427295948648418
2024-03-18,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.727500957024478
2024-03-19,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.0366756065752054
2024-03-20,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.666662009982084
2024-03-21,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.6973770355580073
2024-03-22,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.668985643099892
2024-03-23,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.668985643099892
2024-03-24,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.869928660989836
2024-03-25,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.102133720679084
2024-03-26,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.5875290730277531
2024-03-27,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.373374255436518
2024-03-28,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.8721672243286411
2024-03-29,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.7866326277272107
2024-03-30,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.7866326277272107
2024-03-31,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.6502037735123805
2024-04-01,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.570820644297058
2024-04-02,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.5532703258378406
2024-04-03,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.4962533982655923
2024-04-04,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.5435531146195978
2024-04-05,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.2264361697208535
2024-04-06,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.2264361697208535
2024-04-07,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.6253006285044425
2024-04-08,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.8255341848653497
2024-04-09,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.9849616628949238
2024-04-10,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.3504779300952303
2024-04-11,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.2600908196392964
2024-04-12,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.597311926817077
2024-04-13,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.597311926817077
2024-04-14,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.589375999616528
2024-04-15,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.294426016380963
2024-04-16,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.6264844993672862
2024-04-17,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.642676292424833
2024-04-18,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.8833001251134
2024-04-19,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.316268675304517
2024-04-20,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.316268675304517
2024-04-21,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.4919282468764754
2024-04-22,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.6984949462549284
2024-04-23,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,3.0661710347071307
2024-04-24,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.9129851713782826
2024-04-25,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,3.2874276430187743
2024-04-26,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,3.1947112034847875
2024-04-27,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,3.1947112034847875
2024-04-28,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,3.2031468895025763
2024-04-29,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.4089151618752553
2024-04-30,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.644659108195691
2024-05-01,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.259240020722778
2024-05-02,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.285547759901954
2024-05-03,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.5376043582318895
2024-05-04,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.5376043582318895
2024-05-05,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.315164912430528
2024-05-06,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.3644581489031142
2024-05-07,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.369476066958995
2024-05-08,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.9068715507909435
2024-05-09,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.3338031762171516
2024-05-10,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.0726650420301973
2024-05-11,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.0726650420301973
2024-05-12,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.1006612574782295
2024-05-13,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.075228274366491
2024-05-14,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.617939678710908
2024-05-15,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.5783595700004933
2024-05-16,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.629870667411267
2024-05-17,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.609152749884846
2024-05-18,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.609152749884846
2024-05-19,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.412048121032205
2024-05-20,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.129186599468979
2024-05-21,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.010641997452079
2024-05-22,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.250225711327688
2024-05-23,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.462795602845684
2024-05-24,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.754431027634553
2024-05-25,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.754431027634553
2024-05-26,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.745478965465691
2024-05-27,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.1371575939645897
2024-05-28,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.550553246548742
2024-05-29,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.7309167850778484
2024-05-30,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.678279263254267
2024-05-31,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.7092165775938262
2024-06-01,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.7092165775938262
2024-06-02,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.5488274301028135
2024-06-03,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.6763880609760757
2024-06-04,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.6114563761750995
2024-06-05,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.9290223655597136
2024-06-06,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.0968368980524277
2024-06-07,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.024327719809212
2024-06-08,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.024327719809212
2024-06-09,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.840914972561955
2024-06-10,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.6038368183650282
2024-06-11,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.3692037790509626
2024-06-12,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.3665996918835985
2024-06-13,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.58818371987499
2024-06-14,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.621103598494712
2024-06-15,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.621103598494712
2024-06-16,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.4223999977754922
2024-06-17,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.942965832204268
2024-06-18,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.3052177494352861
2024-06-19,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.5536511091555656
2024-06-20,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.7716006909853454
2024-06-21,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.6393904263936048
2024-06-22,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.6393904263936048
2024-06-23,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.3594176852285622
2024-06-24,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.5918958068614204
2024-06-25,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.0457475404542698
2024-06-26,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.4704985857558681
2024-06-27,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.6273708815761545
2024-06-28,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.52999164249408
2024-06-29,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.52999164249408
2024-06-30,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.7772993422474241
2024-07-01,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.7457389068761633
2024-07-02,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.8265373816930186
2024-07-03,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.4858377368442564
2024-07-04,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.9223405401376583
2024-07-05,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.079436950879778
2024-07-06,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.079436950879778
2024-07-07,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.3765929705372857
2024-07-08,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.5749714456510318
2024-07-09,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.84177707957013
2024-07-10,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.856087232056539
2024-07-11,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.746309556015542
2024-07-12,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.457364920663442
2024-07-13,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.457364920663442
2024-07-14,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.476423079088962
2024-07-15,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.012671738197886
2024-07-16,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.6815328138230177
2024-07-17,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.9482510329321162
2024-07-18,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.582077646992519
2024-07-19,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.844784668018223
2024-07-20,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.844784668018223
2024-07-21,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.7171407851404041
2024-07-22,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.730258874444097
2024-07-23,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.8705426432576786
2024-07-24,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.5606219501769456
2024-07-25,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.6693154591180184
2024-07-26,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.9754358723461711
2024-07-27,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.9754358723461711
2024-07-28,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.308580037924455
2024-07-29,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.431262150146812
2024-07-30,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.6210649550534915
2024-07-31,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.8027058616666327
2024-08-01,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.7861030261656596
2024-08-02,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.9178761266869473
2024-08-03,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.9178761266869473
2024-08-04,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.812829064301739
2024-08-05,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.9359613309797346
2024-08-06,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,3.0747440183573826
2024-08-07,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.5275684102344553
2024-08-08,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.4452322496048318
2024-08-09,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.598076791793973
2024-08-10,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.598076791793973
2024-08-11,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.4466254973396993
2024-08-12,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.8571564802027165
2024-08-13,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.4664307352588213
2024-08-14,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.0881658909667757
2024-08-15,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.0281178167500868
2024-08-16,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.1081723737564588
2024-08-17,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.1081723737564588
2024-08-18,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.1882124750627034
2024-08-19,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.39663239039198
2024-08-20,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.5278681257323918
2024-08-21,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.330318423625383
2024-08-22,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.0647961529566128
2024-08-23,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.2314404459983963
2024-08-24,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.2314404459983963
2024-08-25,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.6260406987166007
2024-08-26,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,2.273260533894874
2024-08-27,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.8532226137135506
2024-08-28,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.9020217323403668
2024-08-29,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.4354943491510266
2024-08-30,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.4473116293874866
2024-08-31,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.4473116293874866
2024-09-01,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.3378215360816639
2024-09-02,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.2491002017874049
2024-09-03,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.1703268827948987
2024-09-04,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.8715123125003055
2024-09-05,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.9853912511604894
2024-09-06,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.9104081887362028
2024-09-07,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.9104081887362028
2024-09-08,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.9709183178029621
2024-09-09,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.886434139863938
2024-09-10,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.1201059393776187
2024-09-11,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.7093276320810807
2024-09-12,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.039212660878337
2024-09-13,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.6443485038099495
2024-09-14,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.6443485038099495
2024-09-15,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.8665011065151232
2024-09-16,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.9095194352727426
2024-09-17,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.6185821985128128
2024-09-18,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.4003030379847309
2024-09-19,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.6142392266846909
2024-09-20,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.8212957767612297
2024-09-21,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.8212957767612297
2024-09-22,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.0381982708512885
2024-09-23,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.814495143010868
2024-09-24,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.364627628140639
2024-09-25,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.2987532021325678
2024-09-26,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.1965364599205512
2024-09-27,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.1903066975875327
2024-09-28,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.1903066975875327
2024-09-29,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.9186739047296753
2024-09-30,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.3761530299786509
2024-10-01,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.4612187175167013
2024-10-02,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.1005223462196962
2024-10-03,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.0658125424295755
2024-10-04,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.147158206916894
2024-10-05,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.147158206916894
2024-10-06,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.8633751476844946
2024-10-07,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.6002808833104648
2024-10-08,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.47819587952756276
2024-10-09,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.22030220731893654
2024-10-10,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.5179129866330986
2024-10-11,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.6677770890277224
2024-10-12,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.6677770890277224
2024-10-13,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.848091382168791
2024-10-14,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.0494850385118129
2024-10-15,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.8912704710470098
2024-10-16,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.5772578717340278
2024-10-17,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.62161330542637
2024-10-18,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.976695811534811
2024-10-19,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.976695811534811
2024-10-20,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.842265575570928
2024-10-21,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.5547493644504027
2024-10-22,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.2456003511927882
2024-10-23,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.4391842192528093
2024-10-24,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.1488368447745447
2024-10-25,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.2832212286370246
2024-10-26,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.2832212286370246
2024-10-27,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.9402773347410847
2024-10-28,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.9236468087857259
2024-10-29,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.6451290912662385
2024-10-30,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.28189233076340225
2024-10-31,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.2005751549286463
2024-11-01,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.07740103889041523
2024-11-02,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.07740103889041523
